id,yield
15289,4311.997568849968
15290,6102.234885844031
15291,7258.105235005012
15292,4983.219514396627
15293,3670.2122029732413
15294,4954.923692848011
15295,7224.732057744592
15296,6434.758863575469
15297,8382.312025206202
15298,4235.854554811715
15299,5860.6219109905305
15300,5924.677706530843
15301,5541.009915166509
15302,5635.915517118393
15303,5058.571481479623
15304,4862.790262094813
15305,4863.77728068833
15306,6308.052663985335
15307,5012.237027536734
15308,5810.218804213529
15309,6181.303226405868
15310,7576.277799820732
15311,5036.70635004518
15312,5186.882124880494
15313,6401.7272541934335
15314,5124.164771261562
15315,4583.587427101452
15316,7974.560261272893
15317,5665.2277858156285
15318,7842.413853686113
15319,8122.074741577663
15320,6991.399500307585
15321,6599.134473017752
15322,2687.3802170291797
15323,5893.393168840601
15324,2614.9786184562554
15325,7132.085293259363
15326,6175.738860055775
15327,4183.4270122360485
15328,7804.173843294938
15329,7739.599572152726
15330,5150.9541466238825
15331,5775.565311078873
15332,6882.412981844898
15333,6365.893938122758
15334,5606.810479566054
15335,8033.081433358463
15336,4172.030778934042
15337,7519.229878759183
15338,6148.948931422395
15339,5499.827024709826
15340,6694.731618330165
15341,5722.26353931779
15342,5370.796660010748
15343,6701.204342574159
15344,6050.595362583075
15345,4476.288032811195
15346,6098.514993784927
15347,6277.937581540877
15348,4762.346630329772
15349,6499.223447680072
15350,4649.664945254083
15351,6082.981851293889
15352,5845.239685160421
15353,6889.275548058345
15354,4339.043014547031
15355,4506.696479688843
15356,6077.143726981845
15357,6161.882990071218
15358,6993.723569391632
15359,4993.668265000187
15360,4449.011045780237
15361,5656.609806589943
15362,6000.955781748921
15363,6642.246387964746
15364,5093.0207108786435
15365,4493.941556800952
15366,4744.395941449877
15367,7667.223509827394
15368,4934.716957249823
15369,5880.901849896243
15370,6429.975564999287
15371,3366.7924111527627
15372,4847.234434246455
15373,6186.519629626589
15374,5681.365916132279
15375,5496.312897255112
15376,5883.88157330854
15377,5672.998106216139
15378,4766.1432761364385
15379,6027.637206976017
15380,7364.110183293466
15381,6105.405245402801
15382,5921.376297549803
15383,7305.372916098244
15384,5189.166839698888
15385,4291.791953495778
15386,4353.677321015007
15387,4364.877476257621
15388,6784.411968544282
15389,6119.172802528914
15390,8332.91143463055
15391,6369.054548126166
15392,7249.484026642902
15393,5826.718771105081
15394,6045.21533278809
15395,5546.548232465324
15396,6893.633891111117
15397,6888.401447802711
15398,5616.03197009129
15399,5574.960051497775
15400,4846.0649930721265
15401,6150.646563262546
15402,6181.601954333468
15403,6099.277597188307
15404,7214.87149490167
15405,7547.577099906359
15406,8207.765278381818
15407,5697.471818558357
15408,7601.371017474524
15409,5850.045796503814
15410,5890.596979479018
15411,8253.381587253289
15412,6678.961647229136
15413,6723.858479584082
15414,5687.717940642775
15415,5965.301365722494
15416,6921.952502428533
15417,5745.847266201455
15418,7588.483972998177
15419,4386.627001183376
15420,4154.345415418535
15421,6315.060089481328
15422,3684.5874726557277
15423,6681.003912650397
15424,6435.608157749806
15425,6970.325762180571
15426,3841.96963050922
15427,7596.299303571225
15428,6393.4331508697205
15429,7389.192084689527
15430,6506.446050807533
15431,5272.104907311636
15432,5216.706900175741
15433,4748.218061972538
15434,8368.575299470935
15435,3992.1075102389927
15436,4717.907583376129
15437,5023.7316669571355
15438,5499.247163202886
15439,7418.2325455016935
15440,5441.851205572766
15441,6496.5057362049865
15442,5397.351038593628
15443,4711.654828480174
15444,5751.494919198099
15445,3600.4499284306194
15446,6588.373336425864
15447,6596.3287661501245
15448,7982.5290383428055
15449,8158.547687080465
15450,7084.733479802586
15451,5297.064258394704
15452,4552.6674731498215
15453,7476.140040523822
15454,6522.707769721306
15455,8267.49564667813
15456,6430.491172586668
15457,6340.5075944028085
15458,5653.798816098054
15459,6196.7682803753605
15460,5730.50506810136
15461,5110.651720109688
15462,5197.1512610825575
15463,6737.062481371993
15464,6278.215222560879
15465,6691.488097217639
15466,7295.770041160241
15467,7348.289354379065
15468,3504.9142606342166
15469,2503.383716993861
15470,7442.80899477095
15471,7357.280440250208
15472,6587.491361088891
15473,5266.3668755054105
15474,6841.79770667846
15475,5174.808998187948
15476,5267.276494481005
15477,5664.817497921979
15478,4471.110972109019
15479,7363.319614984347
15480,6791.791604170014
15481,6488.820232203559
15482,6356.073270963818
15483,6749.324231450431
15484,6302.099679498327
15485,7489.055311072034
15486,6186.234787695982
15487,7865.464190375556
15488,7143.3790819388705
15489,5475.282387585305
15490,6193.270314688599
15491,6528.872534017087
15492,5207.080488175112
15493,7334.017544331808
15494,6383.965299846963
15495,6890.839232596638
15496,6943.851156849013
15497,4774.004573055623
15498,6698.101419894719
15499,6482.248272382402
15500,7473.460106081226
15501,5529.903974504799
15502,7647.374288372646
15503,7468.8820590084615
15504,6795.226556962512
15505,6190.052062110508
15506,4514.239888405093
15507,4682.048944309943
15508,6049.719913991564
15509,4021.3453384555687
15510,5025.213665744722
15511,6156.752455302586
15512,5338.904068695459
15513,6733.524805406266
15514,7852.73264802334
15515,6692.558212840255
15516,5155.501406227451
15517,7731.933007534436
15518,7090.61890337483
15519,7097.215588772244
15520,5636.074338081583
15521,6505.401101536845
15522,6372.8853064732975
15523,6585.038088495281
15524,7204.309409284322
15525,5209.2635521758775
15526,5493.022468196507
15527,4489.626069057384
15528,4312.958831978041
15529,7461.87000121026
15530,6551.13511247732
15531,6659.074797289004
15532,7172.752167992879
15533,4804.841424753087
15534,7943.022701788646
15535,4078.6933007836756
15536,6528.913095871992
15537,5495.940930713123
15538,6679.84443266889
15539,7428.965409042153
15540,6146.650698146633
15541,6343.943008921691
15542,7138.83394924045
15543,7120.812110952296
15544,4652.0323840102665
15545,4919.80180243517
15546,7559.763855953357
15547,5489.26564500413
15548,5958.515820150581
15549,7088.524490671396
15550,6659.255010550636
15551,7108.664290467028
15552,6391.009331805701
15553,4305.038562282323
15554,5528.853930476241
15555,6004.849846309368
15556,6758.818352317068
15557,7086.86238193136
15558,4126.751463157399
15559,5575.6923012160405
15560,7782.713003256928
15561,5498.547098163502
15562,7558.95267398066
15563,6708.194940452882
15564,4422.839813211776
15565,6383.139887715058
15566,6691.529634992594
15567,6562.943094463893
15568,3238.260010017541
15569,4263.540907557598
15570,5275.709506389598
15571,5165.310750846118
15572,4123.03140055179
15573,5854.586124436061
15574,6191.005362931231
15575,6463.412342046769
15576,4352.939177218785
15577,5913.177248770438
15578,6563.772183432538
15579,3203.4356994246536
15580,7681.473087983291
15581,7343.899736889074
15582,6652.962063291121
15583,3053.577740093672
15584,5380.9965677140035
15585,4132.499648632386
15586,6281.421591608551
15587,7957.244602491974
15588,6422.789548125762
15589,5735.505261811067
15590,5100.009155554518
15591,5956.109543056212
15592,7866.067541636312
15593,7242.431517419978
15594,6848.501931923209
15595,4423.51200820953
15596,4740.714425056301
15597,5066.825061301948
15598,5298.443197489332
15599,5601.344966809785
15600,5557.947481429583
15601,6130.512639449142
15602,7684.141654906913
15603,5011.0579763787155
15604,7350.22951548341
15605,6408.893253917726
15606,7580.703682667958
15607,5807.149446944487
15608,6822.068350866666
15609,7331.878399711908
15610,6528.565647030553
15611,4689.00097340633
15612,5135.226658759643
15613,6461.228261046086
15614,4573.943937814902
15615,6275.078589506229
15616,6093.426433068021
15617,5397.389156405336
15618,6518.559260059259
15619,6833.721305095935
15620,4978.502393218876
15621,4307.166746654979
15622,4228.0767642648625
15623,5455.05184857053
15624,5237.498335089154
15625,4174.8606227562095
15626,7432.920134328692
15627,5525.299565898602
15628,5752.581975977464
15629,5899.010934268081
15630,5234.168930435931
15631,5764.257050871038
15632,5949.9736334174095
15633,4981.897838690252
15634,7041.5478477890865
15635,5301.776167904121
15636,7507.159954284926
15637,5715.343217680504
15638,5664.9662551670235
15639,4205.563465637888
15640,5576.0213761083105
15641,7107.416680930102
15642,6605.484816446944
15643,4544.6775921621875
15644,6159.556987472467
15645,5493.686894564233
15646,5606.0604271776865
15647,7964.735917502219
15648,5741.020532754088
15649,6783.796002577162
15650,7999.1371917720135
15651,5557.695559561609
15652,8062.430116205559
15653,4960.549620801009
15654,6809.389927686476
15655,4918.643678043703
15656,7165.402802033693
15657,5348.666037526983
15658,6738.046775142483
15659,7191.343890090022
15660,7735.4881910023605
15661,7441.888519650213
15662,6833.912183779565
15663,7337.473700633547
15664,4326.643911437101
15665,4354.438423461883
15666,4732.74212773073
15667,6665.133099426074
15668,7391.062690839576
15669,5087.518232225197
15670,6581.6960171167475
15671,5782.301636512563
15672,5378.07201671212
15673,6943.305645726272
15674,6240.4116884560735
15675,4686.716501419528
15676,5534.758520066959
15677,5300.0467321750075
15678,7499.395540674987
15679,6362.923655595787
15680,4812.734061071206
15681,7341.323081363953
15682,6204.368760082186
15683,5661.963782738061
15684,6623.612943360046
15685,6838.327307896991
15686,7819.32520283124
15687,5597.544655497299
15688,7345.999762293588
15689,7328.020184677415
15690,6778.041365888889
15691,6228.715570672147
15692,5134.820843760105
15693,6687.070455510505
15694,6671.16410646289
15695,6232.143788494118
15696,7240.43524084942
15697,5326.902532306315
15698,7261.3173273785615
15699,5528.353936779736
15700,7342.492050127845
15701,4107.8982001254635
15702,4718.2229795114945
15703,3127.021463305047
15704,4478.610433992832
15705,6059.393170509488
15706,6580.91644540942
15707,6036.949268367745
15708,6278.781690518967
15709,7055.894757197422
15710,6704.083968168779
15711,6384.47712923269
15712,7124.784544312786
15713,5567.073857757538
15714,4591.528000757523
15715,5546.8682717735255
15716,6458.558923029862
15717,5052.843239960959
15718,5450.624316373653
15719,6145.7303586549
15720,5715.2575617839375
15721,5457.685461157399
15722,6831.4549794927625
15723,6342.877361404977
15724,5097.522023265567
15725,5488.422368484057
15726,6862.033877033995
15727,6951.965047265705
15728,5040.696845447837
15729,5554.929159324516
15730,4833.594436909025
15731,5164.8072934566935
15732,7513.246693838439
15733,6542.6888087588195
15734,7356.424870817429
15735,5262.953532785154
15736,6667.476144530621
15737,6779.596735425902
15738,3404.085818167377
15739,3918.060998338512
15740,7266.5529368632415
15741,5590.056683698202
15742,6044.1452042501505
15743,4546.153467217242
15744,6899.949591820004
15745,7750.800408272515
15746,6370.105735955325
15747,5406.096908604681
15748,7215.0496855260335
15749,5616.8038096655055
15750,6099.208126230091
15751,5425.541351782436
15752,5861.029556397686
15753,6510.941381802185
15754,6157.883735876608
15755,5810.9102317144225
15756,6775.174334184716
15757,5503.09081560551
15758,5548.576031050785
15759,5583.234937800592
15760,5716.560646088594
15761,5171.188015197829
15762,3310.8919543114375
15763,5785.594432343626
15764,7932.440909249619
15765,7219.835671838112
15766,8275.585188357309
15767,5922.06188228056
15768,5438.7832796252915
15769,4542.821257757699
15770,4238.949619281797
15771,5352.323597006767
15772,5736.015325397653
15773,6530.906081649941
15774,3731.4689900176354
15775,6487.818355514841
15776,5835.672689190481
15777,7703.7976434789625
15778,6041.5671045021045
15779,7705.655220187182
15780,6161.366826772613
15781,6459.407140342172
15782,6816.2830047292755
15783,7950.025143652278
15784,7719.229502183106
15785,7843.902722169127
15786,6549.205631786318
15787,6662.264118070659
15788,4518.70996128303
15789,4888.621160316965
15790,5497.326663717679
15791,6735.410496504433
15792,6694.196931389457
15793,6311.99921676494
15794,6685.118596209134
15795,6023.321539677351
15796,7857.327363461308
15797,6476.371641803906
15798,4663.701990463946
15799,6464.302002516018
15800,6648.916057753926
15801,5501.545392296088
15802,4916.541057524317
15803,5862.630875001809
15804,7237.592338732449
15805,6314.685672692529
15806,7501.136910204701
15807,5120.6149348760255
15808,4695.601296272869
15809,7698.731125286797
15810,5937.781917288241
15811,7813.583591128553
15812,5815.717608492058
15813,5129.881725870634
15814,6156.628769975493
15815,7410.221851253942
15816,6727.237020081084
15817,3949.412138249555
15818,7142.743271554389
15819,7195.372829104019
15820,4971.482820477396
15821,7242.571652178596
15822,5999.133918161089
15823,6126.859628986902
15824,5688.328816727612
15825,7182.959193317212
15826,6112.583713605397
15827,5955.539753533448
15828,4722.875602787867
15829,4544.761948279026
15830,3666.273951508024
15831,7147.3188033510605
15832,4407.393795181621
15833,4642.326445437931
15834,6337.413555659401
15835,7304.673303859558
15836,7162.887417964116
15837,3537.4541220507044
15838,7734.939863178036
15839,4829.2330318290515
15840,8037.142107459337
15841,3972.9572606945667
15842,6591.919128627979
15843,5859.964754988103
15844,5777.5380944851395
15845,5374.900205086768
15846,7082.635622069598
15847,7729.35455141497
15848,5617.469556820996
15849,5061.043242503937
15850,7056.188008955558
15851,7212.910275173035
15852,8044.895519815917
15853,7387.773099645427
15854,5197.269966745827
15855,3922.963600891095
15856,4217.545478863956
15857,5857.123662451004
15858,5677.367050147257
15859,5099.319407431982
15860,8215.784801819824
15861,5960.73074976788
15862,6277.46989894441
15863,7645.180247835589
15864,5534.595949530247
15865,7215.160055344766
15866,6927.945119497564
15867,5710.705284519097
15868,7674.843286076202
15869,4952.546801005098
15870,7786.667531758442
15871,5750.369268930491
15872,7470.247510157937
15873,8180.097674337292
15874,8096.319302419905
15875,7694.095607772514
15876,6203.491424450676
15877,6393.793426005229
15878,7997.046617980645
15879,7400.321503000861
15880,7925.470956521709
15881,4780.438705552067
15882,7303.107303416175
15883,6448.555733082008
15884,6515.358472084039
15885,5295.958237733549
15886,5019.562354816189
15887,6674.044473996606
15888,4495.268191328403
15889,6760.355318702889
15890,6015.56099770374
15891,6012.23263188984
15892,4601.816591944438
15893,5856.190164463093
15894,5225.34440770702
15895,5737.248775583914
15896,6510.693621515527
15897,6438.964160371482
15898,5136.1956703511205
15899,7303.579694804199
15900,5660.997780057663
15901,6624.516457845246
15902,5194.193199937644
15903,6070.606400637299
15904,5457.567538604044
15905,8151.436467346156
15906,7195.077942376965
15907,7197.2656903237885
15908,5688.587483682112
15909,5587.606686710929
15910,5856.574623121393
15911,6475.806710185089
15912,6925.0322772027175
15913,7098.626688925219
15914,5535.785563999554
15915,6192.563462548225
15916,5167.140903440582
15917,5452.163687667313
15918,4406.4689646276165
15919,7347.27448147626
15920,5768.427504177936
15921,5727.711718433488
15922,7394.244398105822
15923,4853.403095489428
15924,5377.310012733902
15925,7337.377821102581
15926,6541.628352899748
15927,3704.4720767139943
15928,5369.245627432155
15929,6429.813074733031
15930,7060.656267330954
15931,6731.2794673106555
15932,4273.64408435589
15933,4655.086325258284
15934,6080.366651313187
15935,5938.776193025151
15936,4301.724616706273
15937,6617.479946334547
15938,6681.414859637463
15939,6935.0995001451165
15940,5850.827114027731
15941,6637.8278341773075
15942,7866.189019512023
15943,7821.969315708017
15944,5076.9582342685535
15945,5456.996839628753
15946,6047.214383975668
15947,4267.7472728154935
15948,4795.973576897389
15949,2911.0062091932846
15950,8173.1111459079075
15951,5760.861411595651
15952,6014.702939102171
15953,5101.22733918747
15954,7044.8283919233345
15955,6204.985838070896
15956,5800.150005861533
15957,6532.023135557291
15958,6614.511706866969
15959,6279.297649834598
15960,6541.834793121654
15961,5314.624440502101
15962,5021.4879693616585
15963,7227.624466803662
15964,5859.508882045856
15965,6132.164270961773
15966,2944.6454944118946
15967,5914.4921916311105
15968,5951.685473279074
15969,4385.48669347861
15970,6477.941576611874
15971,5649.922662696026
15972,6224.928491352545
15973,6257.189603176464
15974,6522.407096647579
15975,8179.491416922076
15976,6572.780510360023
15977,7924.906671336661
15978,7842.157538030262
15979,7403.9797341299645
15980,7208.155401169033
15981,5111.325568501159
15982,6765.409801150423
15983,7212.513881379945
15984,6857.670980039397
15985,4533.801542728226
15986,6258.5595731845015
15987,3781.019625511608
15988,5983.361970392147
15989,6691.507639783607
15990,5549.778848140022
15991,6858.473146617375
15992,4377.499752501078
15993,5311.556969498655
15994,5737.721964649867
15995,5502.416337005028
15996,7277.812460625091
15997,5351.208818592327
15998,6610.425155734985
15999,6348.886286800061
16000,8012.768997313715
16001,6745.234084001886
16002,3985.1528326805283
16003,6148.632600201393
16004,5502.478911941385
16005,7206.035090358588
16006,7242.8000343365275
16007,4005.8040331095444
16008,5418.17985602079
16009,3687.95923230912
16010,3170.8488529368105
16011,6298.496033499557
16012,7390.37761145473
16013,7603.010922553717
16014,5827.2033459831455
16015,6420.712867909407
16016,5178.078816044323
16017,5986.0192739627455
16018,6805.898992185266
16019,7407.559591839428
16020,5892.63513646014
16021,7560.623543861091
16022,6216.107030823788
16023,5272.87102479421
16024,6862.106006370954
16025,4530.925309139569
16026,6249.108563443252
16027,5468.500637198528
16028,7564.944908713612
16029,6303.231223580735
16030,3127.375264495171
16031,5902.692465654583
16032,6211.767884145611
16033,6509.330496365153
16034,5014.3573442724455
16035,7257.992974858151
16036,6535.7360880913175
16037,4355.665060628337
16038,5444.817972458387
16039,2737.246863482878
16040,5117.120151146681
16041,6786.03508585869
16042,6555.883193383806
16043,6704.299751360434
16044,4545.738961794832
16045,4403.479548044641
16046,6087.63560278081
16047,3933.3884583353433
16048,4253.51975675179
16049,7969.101515468123
16050,5941.410137195246
16051,6994.646079347405
16052,5960.379008026741
16053,4172.855186281584
16054,5240.515176179354
16055,7212.247447967849
16056,7847.147344597458
16057,2896.2485857405504
16058,5776.993131050759
16059,5513.004594922934
16060,7154.741648001362
16061,4118.484696673139
16062,7141.682698212569
16063,6018.62184206812
16064,6276.113766923522
16065,6115.837869825521
16066,6465.655021532974
16067,6882.734517951523
16068,5825.604409909331
16069,4221.717397832266
16070,5780.9592700066405
16071,5058.964287274031
16072,6994.807460241669
16073,5166.128002834625
16074,5396.633518031986
16075,6590.231547040612
16076,7503.65106310252
16077,7388.940284268568
16078,6482.475393292441
16079,6732.508967435231
16080,6472.580735764495
16081,4658.081544890623
16082,6451.108884703792
16083,3711.5440912546783
16084,6842.723152931003
16085,5309.866701578943
16086,7178.746216910615
16087,7053.4424393670715
16088,7567.236541714997
16089,5979.035649580035
16090,7081.266555927368
16091,5404.272401830668
16092,6623.948774215689
16093,4529.924997213267
16094,6099.694821618956
16095,4887.124534252452
16096,4435.065136709419
16097,6524.126251139571
16098,7251.09615417504
16099,6121.849361921964
16100,7308.763293702481
